184.09831904717703,187.27903273749615,9.0,9.0
174.38417060163735,176.6222674929389,9.0,9.0
166.26056837019928,168.89633500465533,9.0,9.0
165.8570512006953,164.98034841324852,9.0,9.0
159.5653880379229,159.90875297942313,9.53,9.53
157.68316052712368,156.9118394304491,9.53,9.53
151.7635003640787,154.07055900779446,9.53,9.53
151.74139554679041,150.36292144346902,9.53,9.53
149.78013770754018,148.35862755881723,9.53,9.53
145.22565706134344,147.02508281020658,9.53,9.53
146.39192369165508,147.17812432608687,9.53,9.53
144.53319187954332,144.17939423093563,9.53,9.53
142.48855420096967,144.32326813209548,9.53,9.53
142.8430922468572,143.9036353879974,9.53,9.53
142.15728965511158,141.670905035506,9.53,9.53
143.3456390694793,144.52068748615838,9.53,9.53
505.8393265178936,143.36884369343628,9.53,-9.53
142.73096498493547,143.86129326920351,9.53,9.53
141.6734440945524,140.64485965036744,9.53,9.53
145.12548610550047,140.83169355412193,9.53,9.53
671.1609860413689,138.94795366211338,9.53,-9.53
139.05867328265586,143.81343351468342,9.53,9.53
137.50094504716472,142.1545632991143,9.53,9.53
181.901842502938,138.18031331889324,9.53,-9.53
142.88783604208555,145.31516656732583,9.53,9.53
142.711346708305,140.40118098157473,9.53,9.53
138.43681116830447,141.25513755728895,9.53,9.53
141.12570576914857,140.19874252128886,9.53,9.53
142.79703665517343,141.05682859076575,9.53,9.53
613.6343509126079,140.90597050993733,9.53,-9.53
142.47474426321043,137.66991771803137,9.53,9.53
139.58116427295295,143.21841336541388,9.53,9.53
141.98349683933736,141.8086515262772,9.53,9.53
138.36246955058832,142.22925755606073,9.53,9.53
140.18279388195774,140.08339738833422,9.53,9.53
142.95416166136997,141.91944838655883,9.53,9.53
139.4576122211459,139.66279086340685,9.53,9.53
144.16197780365414,141.86041081604952,9.53,9.53
140.97667052975856,142.878058336796,9.53,9.53
141.66199544775418,139.86847002124614,9.53,9.53
141.67479014173378,142.32580161357177,9.53,9.53
142.38286608023398,140.81958326903865,9.53,9.53
144.04137073002076,140.72150651254236,9.53,9.53
141.03851230599662,141.13503878877987,9.53,9.53
141.78754734832287,141.1623521943137,9.53,9.53
138.44222284925388,140.39673540998018,9.53,9.53
141.62938481161333,141.33578246757273,9.53,9.53
